Timestamp,Voltage,Current,Power
2024-02-19_11-57-18,224.4,0.64,131.3
2024-02-19_11-57-19,224.4,0.6,121.9
2024-02-19_11-57-20,224.4,0.6,121.9
2024-02-19_11-57-21,224.4,0.6,121.7
2024-02-19_11-57-22,224.4,0.6,121.3
2024-02-19_11-57-23,224.5,0.6,121.3
2024-02-19_11-57-24,224.7,0.61,122.2
2024-02-19_11-57-25,224.4,0.6,121.3
2024-02-19_11-57-26,224.4,0.6,121.3
2024-02-19_11-57-28,224.2,0.6,121.3
2024-02-19_11-57-29,224.1,0.6,120.6
2024-02-19_11-57-30,224.2,0.6,121.1
2024-02-19_11-57-31,224.2,0.6,121.7
2024-02-19_11-57-32,224.1,0.62,125.2
2024-02-19_11-57-33,224.1,0.62,125.2
2024-02-19_11-57-34,224.3,0.6,121.7
2024-02-19_11-57-35,224.2,0.62,125.6
2024-02-19_11-57-36,224.1,0.61,124.1
2024-02-19_11-57-37,223.8,0.6,121.6
2024-02-19_11-57-38,224.0,0.62,125.0
2024-02-19_11-57-39,224.0,0.62,125.0
2024-02-19_11-57-40,224.0,0.6,121.2
2024-02-19_11-57-41,224.1,0.63,126.7
2024-02-19_11-57-42,224.4,0.6,121.7
2024-02-19_11-57-43,224.5,0.62,124.8
2024-02-19_11-57-45,224.5,0.61,124.1
2024-02-19_11-57-46,224.5,0.61,124.1
2024-02-19_11-57-47,224.3,0.61,122.7
2024-02-19_11-57-48,224.1,0.61,124.4
2024-02-19_11-57-49,224.2,0.61,122.6
2024-02-19_11-57-50,224.0,0.67,136.9
2024-02-19_11-57-51,224.0,0.65,132.6
2024-02-19_11-57-52,224.0,0.65,132.6
2024-02-19_11-57-53,224.2,0.6,121.8
2024-02-19_11-57-54,224.2,0.61,122.8
2024-02-19_11-57-55,224.4,0.6,120.9
2024-02-19_11-57-56,224.2,0.6,121.5
2024-02-19_11-57-57,224.2,0.6,121.5
2024-02-19_11-57-58,224.2,0.6,120.9
2024-02-19_11-57-59,224.0,0.6,120.8
2024-02-19_11-58-00,224.1,0.6,120.3
2024-02-19_11-58-02,223.9,0.61,122.3
2024-02-19_11-58-03,223.9,0.61,124.2
2024-02-19_11-58-04,223.9,0.61,124.2
2024-02-19_11-58-05,224.0,0.6,120.7
2024-02-19_11-58-06,224.0,0.61,124.6
2024-02-19_11-58-07,224.0,0.61,124.5
2024-02-19_11-58-08,223.9,0.63,127.1
2024-02-19_11-58-09,223.9,0.61,123.4
2024-02-19_11-58-10,223.9,0.61,123.4
2024-02-19_11-58-11,223.9,0.62,124.8
2024-02-19_11-58-12,224.0,0.61,124.2
2024-02-19_11-58-13,224.0,0.6,120.8
2024-02-19_11-58-14,224.1,0.6,120.8
2024-02-19_11-58-15,223.9,0.6,121.2
2024-02-19_11-58-16,223.9,0.6,121.2
2024-02-19_11-58-17,224.1,0.6,121.2
2024-02-19_11-58-19,224.3,0.6,120.8
2024-02-19_11-58-20,224.4,0.59,119.8
2024-02-19_11-58-21,224.4,0.61,122.2
2024-02-19_11-58-22,224.4,0.63,129.0
2024-02-19_11-58-23,224.4,0.63,129.0
2024-02-19_11-58-24,224.3,0.62,125.1
2024-02-19_11-58-25,224.3,0.61,123.1
2024-02-19_11-58-26,224.3,0.6,120.0
2024-02-19_11-58-27,224.1,0.61,122.2
2024-02-19_11-58-28,224.1,0.59,119.3
2024-02-19_11-58-29,224.1,0.59,119.3
2024-02-19_11-58-30,224.1,0.6,119.8
2024-02-19_11-58-31,224.0,0.6,120.4
2024-02-19_11-58-32,224.0,0.61,123.6
2024-02-19_11-58-33,224.0,0.61,122.5
2024-02-19_11-58-34,224.2,0.6,120.0
2024-02-19_11-58-36,224.2,0.6,120.0
2024-02-19_11-58-37,224.3,0.6,120.3
2024-02-19_11-58-38,224.3,0.6,120.6
2024-02-19_11-58-39,224.5,0.61,122.8
2024-02-19_11-58-40,224.5,0.6,120.7
2024-02-19_11-58-41,224.5,0.6,120.7
2024-02-19_11-58-42,224.3,0.61,124.2
2024-02-19_11-58-43,224.2,0.63,128.1
2024-02-19_11-58-44,224.3,0.62,127.3
2024-02-19_11-58-45,224.3,0.62,124.6
2024-02-19_11-58-46,224.4,0.6,120.2
2024-02-19_11-58-47,224.4,0.6,120.2
2024-02-19_11-58-48,224.5,0.59,119.3
2024-02-19_11-58-49,224.1,0.59,119.6
2024-02-19_11-58-50,224.2,0.6,120.5
2024-02-19_11-58-51,224.1,0.6,120.8
2024-02-19_11-58-53,224.1,0.59,119.2
2024-02-19_11-58-54,224.1,0.59,119.2
2024-02-19_11-58-55,223.9,0.61,123.2
2024-02-19_11-58-56,224.0,0.6,121.9
2024-02-19_11-58-57,224.0,0.6,120.7
2024-02-19_11-58-58,223.9,0.6,120.7
2024-02-19_11-58-59,224.0,0.6,121.7
2024-02-19_11-59-00,224.0,0.6,121.7
2024-02-19_11-59-01,224.1,0.6,121.0
2024-02-19_11-59-02,224.0,0.6,121.1
2024-02-19_11-59-03,224.0,0.6,119.6
2024-02-19_11-59-04,223.9,0.66,135.6
2024-02-19_11-59-05,223.8,0.7,144.3
2024-02-19_11-59-06,223.8,0.7,144.3
2024-02-19_11-59-07,223.8,0.7,143.3
2024-02-19_11-59-08,223.9,0.7,144.9
2024-02-19_11-59-09,224.0,0.68,139.0
2024-02-19_11-59-11,224.1,0.69,143.0
2024-02-19_11-59-12,224.0,0.7,144.2
2024-02-19_11-59-13,224.2,0.69,143.0
2024-02-19_11-59-14,224.2,0.69,143.0
2024-02-19_11-59-15,224.2,0.63,128.2
2024-02-19_11-59-16,224.1,0.7,144.5
2024-02-19_11-59-17,224.1,0.67,137.8
2024-02-19_11-59-18,224.1,0.71,146.3
2024-02-19_11-59-19,224.1,0.71,146.3
2024-02-19_11-59-20,224.1,0.67,137.9
2024-02-19_11-59-21,224.0,0.71,147.8
2024-02-19_11-59-22,223.9,0.73,151.8
2024-02-19_11-59-23,223.9,0.73,151.5
2024-02-19_11-59-24,223.9,0.73,151.5
2024-02-19_11-59-25,224.0,0.63,128.2
2024-02-19_11-59-26,224.2,0.6,121.3
2024-02-19_11-59-28,224.2,0.57,113.6
2024-02-19_11-59-29,224.3,0.58,116.6
2024-02-19_11-59-30,224.1,0.63,127.4
2024-02-19_11-59-31,224.1,0.63,127.4
2024-02-19_11-59-32,223.9,0.62,126.7
2024-02-19_11-59-33,224.1,0.61,123.5
2024-02-19_11-59-34,224.3,0.6,121.3
2024-02-19_11-59-35,224.3,0.61,123.9
2024-02-19_11-59-36,224.3,0.58,117.4
2024-02-19_11-59-37,224.3,0.58,117.4
2024-02-19_11-59-38,224.1,0.61,123.2
2024-02-19_11-59-39,224.2,0.62,126.0
2024-02-19_11-59-40,224.1,0.66,133.7
2024-02-19_11-59-41,224.1,0.67,136.1
2024-02-19_11-59-42,224.2,0.59,120.4
2024-02-19_11-59-43,224.3,0.55,109.8
2024-02-19_11-59-45,224.3,0.55,109.8
2024-02-19_11-59-46,224.1,0.64,129.3
2024-02-19_11-59-47,224.1,0.68,139.1
2024-02-19_11-59-48,224.1,0.66,136.3
2024-02-19_11-59-49,224.1,0.63,128.5
2024-02-19_11-59-50,224.0,0.64,130.0
2024-02-19_11-59-51,224.0,0.64,130.0
2024-02-19_11-59-52,224.1,0.61,122.7
2024-02-19_11-59-53,224.2,0.65,133.6
2024-02-19_11-59-54,224.1,0.65,133.0
2024-02-19_11-59-55,224.1,0.61,121.7
2024-02-19_11-59-56,224.0,0.67,137.9
2024-02-19_11-59-57,224.0,0.67,137.9
2024-02-19_11-59-58,223.9,0.68,139.6
2024-02-19_11-59-59,223.8,0.71,146.3
2024-02-19_12-00-00,223.9,0.76,157.8
