Timestamp,Voltage,Current,Power
2024-02-20_12-54-19,217.2,0.94,186.7
2024-02-20_12-54-20,217.2,0.91,180.3
2024-02-20_12-54-21,217.3,0.87,171.9
2024-02-20_12-54-22,217.3,0.86,168.4
2024-02-20_12-54-23,217.3,0.86,168.4
2024-02-20_12-54-24,217.0,0.86,169.7
2024-02-20_12-54-25,216.7,0.91,181.2
2024-02-20_12-54-27,216.7,0.93,184.1
2024-02-20_12-54-28,216.7,0.92,184.5
2024-02-20_12-54-29,216.7,0.92,184.5
2024-02-20_12-54-30,216.5,0.92,182.8
2024-02-20_12-54-31,216.5,0.86,168.9
2024-02-20_12-54-32,216.7,0.9,176.8
2024-02-20_12-54-33,216.7,0.95,188.8
2024-02-20_12-54-34,216.7,1.0,200.8
2024-02-20_12-54-35,216.7,1.0,200.8
2024-02-20_12-54-36,216.6,0.96,191.6
2024-02-20_12-54-37,216.7,0.93,185.5
2024-02-20_12-54-38,216.8,0.87,170.5
2024-02-20_12-54-39,216.8,0.85,165.1
2024-02-20_12-54-40,216.9,0.86,167.4
2024-02-20_12-54-41,216.9,0.86,167.4
2024-02-20_12-54-42,216.8,0.88,174.7
2024-02-20_12-54-44,216.9,0.9,178.8
2024-02-20_12-54-45,216.9,0.91,180.7
2024-02-20_12-54-46,216.8,0.88,174.9
2024-02-20_12-54-47,216.9,0.86,168.9
2024-02-20_12-54-48,216.9,0.86,168.9
2024-02-20_12-54-49,216.9,0.9,177.1
2024-02-20_12-54-50,216.8,0.97,193.6
2024-02-20_12-54-51,216.9,0.96,191.4
2024-02-20_12-54-52,216.9,0.97,194.1
2024-02-20_12-54-53,216.9,0.95,190.5
2024-02-20_12-54-54,216.9,0.95,190.5
2024-02-20_12-54-55,216.8,0.95,190.4
2024-02-20_12-54-56,216.9,0.94,188.2
2024-02-20_12-54-57,217.0,0.93,186.4
2024-02-20_12-54-58,216.8,0.96,191.0
2024-02-20_12-54-59,216.8,0.97,194.3
2024-02-20_12-55-01,216.8,0.97,194.3
2024-02-20_12-55-02,216.8,0.96,190.9
2024-02-20_12-55-03,216.9,0.96,191.3
2024-02-20_12-55-04,217.1,0.95,190.2
2024-02-20_12-55-05,216.9,0.93,185.0
2024-02-20_12-55-06,216.8,0.93,184.5
2024-02-20_12-55-07,216.8,0.93,184.5
2024-02-20_12-55-08,216.7,0.92,183.9
2024-02-20_12-55-09,216.7,0.91,180.4
2024-02-20_12-55-10,216.8,0.89,176.3
2024-02-20_12-55-11,216.8,0.86,170.0
2024-02-20_12-55-12,216.8,0.86,170.0
2024-02-20_12-55-13,216.8,0.86,169.1
2024-02-20_12-55-14,216.8,0.83,161.9
2024-02-20_12-55-15,216.5,0.93,185.3
2024-02-20_12-55-16,216.5,0.93,184.8
2024-02-20_12-55-18,216.6,1.0,200.6
2024-02-20_12-55-19,216.6,1.0,200.6
2024-02-20_12-55-20,216.4,1.03,208.1
2024-02-20_12-55-21,216.4,0.98,197.3
2024-02-20_12-55-22,216.4,0.99,198.3
2024-02-20_12-55-23,216.6,0.86,169.0
2024-02-20_12-55-24,216.3,0.84,163.2
2024-02-20_12-55-25,216.3,0.84,163.2
2024-02-20_12-55-26,216.4,0.83,162.2
2024-02-20_12-55-27,216.6,0.68,128.2
2024-02-20_12-55-28,216.6,0.66,121.8
2024-02-20_12-55-29,216.5,0.7,132.1
2024-02-20_12-55-30,216.6,0.73,140.0
2024-02-20_12-55-31,216.6,0.73,140.0
2024-02-20_12-55-32,216.9,0.66,124.1
2024-02-20_12-55-33,216.9,0.68,129.1
2024-02-20_12-55-35,216.9,0.69,131.3
2024-02-20_12-55-36,216.8,0.69,128.9
2024-02-20_12-55-37,216.7,0.75,144.8
2024-02-20_12-55-38,216.7,0.75,144.8
2024-02-20_12-55-39,216.7,0.7,131.8
2024-02-20_12-55-40,216.8,0.71,136.4
2024-02-20_12-55-41,216.8,0.65,122.0
2024-02-20_12-55-42,216.8,0.68,128.8
2024-02-20_12-55-43,216.9,0.74,142.0
2024-02-20_12-55-44,216.9,0.74,142.0
2024-02-20_12-55-45,216.9,0.73,139.2
2024-02-20_12-55-46,216.9,0.7,134.3
2024-02-20_12-55-47,216.9,0.72,138.5
2024-02-20_12-55-48,216.7,0.77,149.3
2024-02-20_12-55-49,216.8,0.69,131.4
2024-02-20_12-55-50,216.8,0.69,131.4
2024-02-20_12-55-52,216.9,0.68,128.5
2024-02-20_12-55-53,216.9,0.67,124.5
2024-02-20_12-55-54,216.9,0.69,129.6
2024-02-20_12-55-55,216.7,0.7,133.7
2024-02-20_12-55-56,216.7,0.7,133.7
2024-02-20_12-55-57,216.7,0.68,127.6
2024-02-20_12-55-58,216.5,0.74,139.3
2024-02-20_12-55-59,216.3,0.85,166.8
2024-02-20_12-56-00,216.3,0.94,188.5
2024-02-20_12-56-01,216.4,0.91,181.3
2024-02-20_12-56-02,216.4,0.91,181.3
2024-02-20_12-56-03,216.5,0.86,171.9
2024-02-20_12-56-04,216.9,0.71,136.1
2024-02-20_12-56-05,217.0,0.72,138.0
2024-02-20_12-56-06,216.8,0.72,138.9
2024-02-20_12-56-07,216.7,0.69,131.9
2024-02-20_12-56-09,216.7,0.69,131.9
2024-02-20_12-56-10,216.9,0.66,123.7
2024-02-20_12-56-11,216.6,0.72,136.5
2024-02-20_12-56-12,216.5,0.73,140.0
2024-02-20_12-56-13,216.6,0.79,153.4
2024-02-20_12-56-14,216.8,0.75,143.8
2024-02-20_12-56-15,216.8,0.75,143.8
2024-02-20_12-56-16,216.7,0.79,153.0
2024-02-20_12-56-17,216.7,0.85,166.6
2024-02-20_12-56-18,216.7,0.81,160.0
2024-02-20_12-56-19,216.9,0.81,159.3
2024-02-20_12-56-20,217.0,0.73,140.9
2024-02-20_12-56-21,217.0,0.73,140.9
2024-02-20_12-56-22,216.9,0.77,148.8
2024-02-20_12-56-23,216.8,0.77,149.6
2024-02-20_12-56-24,216.9,0.77,150.1
2024-02-20_12-56-25,216.9,0.75,145.3
2024-02-20_12-56-27,217.0,0.76,148.4
2024-02-20_12-56-28,217.0,0.76,148.4
2024-02-20_12-56-29,216.9,0.75,145.2
2024-02-20_12-56-30,217.0,0.72,138.2
2024-02-20_12-56-31,216.9,0.72,137.8
2024-02-20_12-56-32,216.9,0.76,148.6
2024-02-20_12-56-33,217.1,0.68,127.1
2024-02-20_12-56-34,217.1,0.68,127.1
2024-02-20_12-56-35,217.0,0.68,128.6
2024-02-20_12-56-36,217.0,0.7,132.8
2024-02-20_12-56-37,216.9,0.7,132.2
2024-02-20_12-56-38,216.9,0.7,133.9
2024-02-20_12-56-39,217.0,0.68,127.2
2024-02-20_12-56-40,217.0,0.68,127.2
2024-02-20_12-56-41,217.0,0.72,139.0
2024-02-20_12-56-42,217.1,0.68,128.1
2024-02-20_12-56-44,217.0,0.7,131.8
2024-02-20_12-56-45,216.9,0.71,134.9
2024-02-20_12-56-46,216.9,0.71,134.9
2024-02-20_12-56-47,216.8,0.67,126.4
2024-02-20_12-56-48,216.8,0.67,126.2
2024-02-20_12-56-49,216.8,0.67,125.0
2024-02-20_12-56-50,216.7,0.67,125.0
2024-02-20_12-56-51,216.7,0.69,129.5
2024-02-20_12-56-52,216.7,0.69,129.5
2024-02-20_12-56-53,216.8,0.67,125.3
2024-02-20_12-56-54,216.7,0.67,125.1
2024-02-20_12-56-55,216.8,0.67,125.2
2024-02-20_12-56-56,216.8,0.67,125.7
2024-02-20_12-56-57,216.8,0.67,125.1
2024-02-20_12-56-58,216.8,0.67,125.1
2024-02-20_12-56-59,216.6,0.67,125.9
2024-02-20_12-57-01,216.6,0.69,128.7
2024-02-20_12-57-02,216.5,0.68,127.2
2024-02-20_12-57-03,216.3,0.73,137.9
2024-02-20_12-57-04,216.5,0.72,139.1
2024-02-20_12-57-05,216.5,0.72,139.1
2024-02-20_12-57-06,216.6,0.69,129.2
2024-02-20_12-57-07,216.5,0.7,133.8
2024-02-20_12-57-08,216.6,0.68,128.3
2024-02-20_12-57-09,216.6,0.67,125.2
2024-02-20_12-57-10,216.6,0.67,125.7
2024-02-20_12-57-11,216.6,0.67,125.7
2024-02-20_12-57-12,216.6,0.68,128.0
2024-02-20_12-57-13,216.5,0.72,138.3
2024-02-20_12-57-14,216.6,0.7,133.6
2024-02-20_12-57-15,216.4,0.69,130.9
2024-02-20_12-57-16,216.4,0.67,125.5
2024-02-20_12-57-18,216.4,0.67,125.5
2024-02-20_12-57-19,216.5,0.67,125.3
2024-02-20_12-57-20,216.5,0.67,125.5
2024-02-20_12-57-21,216.5,0.68,126.5
2024-02-20_12-57-22,216.6,0.67,125.3
2024-02-20_12-57-23,216.7,0.68,126.6
2024-02-20_12-57-24,216.7,0.68,126.6
2024-02-20_12-57-25,216.6,0.68,128.3
2024-02-20_12-57-26,216.5,0.76,146.8
2024-02-20_12-57-27,216.7,0.68,126.9
2024-02-20_12-57-28,216.8,0.68,128.7
2024-02-20_12-57-29,216.8,0.68,128.7
2024-02-20_12-57-30,216.8,0.67,126.0
2024-02-20_12-57-31,216.8,0.7,132.3
2024-02-20_12-57-32,216.9,0.67,125.9
2024-02-20_12-57-33,216.8,0.67,125.0
2024-02-20_12-57-35,216.8,0.67,124.8
2024-02-20_12-57-36,216.8,0.67,124.8
2024-02-20_12-57-37,216.8,0.67,124.9
2024-02-20_12-57-38,216.6,0.7,132.4
2024-02-20_12-57-39,216.7,0.68,127.3
2024-02-20_12-57-40,216.5,0.68,128.8
2024-02-20_12-57-41,216.3,0.69,128.8
2024-02-20_12-57-42,216.3,0.69,128.8
2024-02-20_12-57-43,216.5,0.72,137.6
2024-02-20_12-57-44,216.5,0.68,127.4
2024-02-20_12-57-45,216.5,0.74,143.6
2024-02-20_12-57-46,216.7,0.7,131.4
2024-02-20_12-57-47,216.9,0.71,135.0
2024-02-20_12-57-48,216.9,0.71,135.0
2024-02-20_12-57-49,217.0,0.69,131.2
2024-02-20_12-57-50,217.0,0.67,125.6
2024-02-20_12-57-52,217.0,0.68,128.4
2024-02-20_12-57-53,216.9,0.69,130.8
2024-02-20_12-57-54,216.9,0.67,124.8
2024-02-20_12-57-55,216.9,0.67,124.8
2024-02-20_12-57-56,217.0,0.66,124.0
2024-02-20_12-57-57,217.0,0.67,124.2
2024-02-20_12-57-58,217.1,0.67,124.7
2024-02-20_12-57-59,217.1,0.67,126.1
2024-02-20_12-58-00,217.2,0.67,125.1
2024-02-20_12-58-01,217.2,0.67,125.1
2024-02-20_12-58-02,217.1,0.68,128.3
2024-02-20_12-58-03,217.1,0.66,123.9
2024-02-20_12-58-04,217.1,0.66,124.3
2024-02-20_12-58-05,217.0,0.67,124.5
2024-02-20_12-58-06,217.1,0.67,124.8
2024-02-20_12-58-07,217.1,0.67,124.8
2024-02-20_12-58-09,217.1,0.66,124.3
2024-02-20_12-58-10,217.0,0.66,124.2
2024-02-20_12-58-11,217.0,0.66,124.0
2024-02-20_12-58-12,217.0,0.66,124.1
2024-02-20_12-58-13,217.0,0.66,124.1
2024-02-20_12-58-14,217.0,0.66,124.2
2024-02-20_12-58-15,217.0,0.66,123.4
2024-02-20_12-58-16,217.0,0.66,123.6
2024-02-20_12-58-17,217.1,0.68,128.9
2024-02-20_12-58-18,217.1,0.7,132.1
2024-02-20_12-58-19,217.1,0.7,132.1
2024-02-20_12-58-20,217.1,0.69,129.7
2024-02-20_12-58-21,217.1,0.68,127.8
2024-02-20_12-58-22,217.1,0.67,126.6
2024-02-20_12-58-23,217.2,0.67,126.4
2024-02-20_12-58-24,217.2,0.67,126.7
2024-02-20_12-58-26,217.2,0.67,126.7
2024-02-20_12-58-27,217.1,0.67,126.2
2024-02-20_12-58-28,217.2,0.67,126.7
2024-02-20_12-58-29,217.2,0.67,125.6
2024-02-20_12-58-30,217.1,0.66,124.1
2024-02-20_12-58-31,217.2,0.68,128.2
2024-02-20_12-58-32,217.2,0.68,128.2
2024-02-20_12-58-33,217.2,0.66,123.8
2024-02-20_12-58-34,217.2,0.67,127.1
2024-02-20_12-58-35,217.4,0.67,125.8
2024-02-20_12-58-36,217.6,0.65,122.6
2024-02-20_12-58-37,217.5,0.69,129.8
2024-02-20_12-58-38,217.5,0.69,129.8
2024-02-20_12-58-39,217.5,0.73,139.5
2024-02-20_12-58-40,217.5,0.81,159.6
2024-02-20_12-58-41,217.3,0.86,171.1
2024-02-20_12-58-43,217.4,0.78,153.0
2024-02-20_12-58-44,217.4,0.76,149.0
2024-02-20_12-58-45,217.4,0.76,149.0
2024-02-20_12-58-46,217.4,0.71,136.9
2024-02-20_12-58-47,217.2,0.71,135.4
2024-02-20_12-58-48,217.3,0.7,134.7
2024-02-20_12-58-49,217.3,0.71,136.8
2024-02-20_12-58-50,217.2,0.71,135.2
2024-02-20_12-58-51,217.2,0.71,135.2
2024-02-20_12-58-52,217.1,0.72,137.9
2024-02-20_12-58-53,217.2,0.7,133.5
2024-02-20_12-58-54,217.1,0.72,137.3
2024-02-20_12-58-55,217.2,0.7,133.4
2024-02-20_12-58-56,217.3,0.71,136.5
2024-02-20_12-58-57,217.3,0.71,136.5
2024-02-20_12-58-58,217.4,0.67,126.4
2024-02-20_12-58-59,217.4,0.68,128.7
2024-02-20_12-59-01,217.4,0.67,126.2
2024-02-20_12-59-02,217.3,0.69,132.1
2024-02-20_12-59-03,217.3,0.69,132.1
2024-02-20_12-59-04,217.2,0.67,126.9
2024-02-20_12-59-05,217.2,0.66,123.2
2024-02-20_12-59-06,217.2,0.67,125.5
2024-02-20_12-59-07,217.1,0.69,131.1
2024-02-20_12-59-08,216.9,0.71,135.7
2024-02-20_12-59-09,216.9,0.71,135.7
2024-02-20_12-59-10,217.0,0.66,123.9
2024-02-20_12-59-11,217.0,0.69,132.4
2024-02-20_12-59-12,217.0,0.67,126.6
2024-02-20_12-59-13,216.9,0.67,126.1
2024-02-20_12-59-14,217.0,0.71,136.2
2024-02-20_12-59-15,217.0,0.71,136.2
2024-02-20_12-59-16,217.0,0.67,125.9
2024-02-20_12-59-18,217.0,0.67,127.1
2024-02-20_12-59-19,217.1,0.66,125.1
2024-02-20_12-59-20,217.0,0.67,124.9
2024-02-20_12-59-21,217.1,0.67,126.5
2024-02-20_12-59-22,217.1,0.67,126.5
2024-02-20_12-59-23,217.1,0.67,126.7
2024-02-20_12-59-24,217.0,0.68,129.4
2024-02-20_12-59-25,217.0,0.68,127.6
2024-02-20_12-59-26,217.0,0.68,128.5
2024-02-20_12-59-27,217.1,0.73,140.3
2024-02-20_12-59-28,217.1,0.73,140.3
2024-02-20_12-59-29,217.4,0.68,129.7
2024-02-20_12-59-30,217.4,0.71,135.2
2024-02-20_12-59-31,217.3,0.69,131.6
2024-02-20_12-59-32,217.3,0.71,135.7
2024-02-20_12-59-33,217.3,0.7,132.7
2024-02-20_12-59-35,217.3,0.7,132.7
2024-02-20_12-59-36,217.3,0.72,138.3
2024-02-20_12-59-37,217.3,0.68,129.6
2024-02-20_12-59-38,216.9,0.71,137.7
2024-02-20_12-59-39,217.2,0.68,132.0
2024-02-20_12-59-40,217.2,0.68,131.1
2024-02-20_12-59-41,217.2,0.68,131.1
2024-02-20_12-59-42,217.3,0.68,130.4
2024-02-20_12-59-43,217.3,0.67,129.4
2024-02-20_12-59-44,217.4,0.67,127.3
2024-02-20_12-59-45,217.5,0.69,132.2
2024-02-20_12-59-46,217.5,0.69,132.2
2024-02-20_12-59-47,217.6,0.68,130.5
2024-02-20_12-59-48,217.7,0.67,129.7
2024-02-20_12-59-49,217.8,0.64,122.3
2024-02-20_12-59-50,217.8,0.63,120.4
2024-02-20_12-59-52,217.9,0.63,118.9
2024-02-20_12-59-53,217.9,0.63,118.9
2024-02-20_12-59-54,217.8,0.64,120.5
2024-02-20_12-59-55,217.8,0.63,119.0
2024-02-20_12-59-56,217.8,0.63,119.0
2024-02-20_12-59-57,217.9,0.64,119.8
2024-02-20_12-59-58,218.1,0.64,119.8
2024-02-20_12-59-59,218.1,0.64,119.8
2024-02-20_13-00-00,218.1,0.64,120.5
