Timestamp,Voltage,Current,Power
2024-02-21_00-15-28,230.8,0.71,151.4
2024-02-21_00-15-29,230.8,0.71,151.0
2024-02-21_00-15-30,230.7,0.71,151.2
2024-02-21_00-15-31,230.8,0.71,151.3
2024-02-21_00-15-32,230.9,0.71,151.1
2024-02-21_00-15-33,230.9,0.71,151.1
2024-02-21_00-15-34,230.8,0.73,155.5
2024-02-21_00-15-35,230.7,0.71,151.4
2024-02-21_00-15-36,230.7,0.71,151.1
2024-02-21_00-15-37,230.8,0.71,150.8
2024-02-21_00-15-38,230.7,0.71,152.0
2024-02-21_00-15-40,230.7,0.71,152.0
2024-02-21_00-15-41,230.8,0.71,151.9
2024-02-21_00-15-42,230.8,0.72,153.0
2024-02-21_00-15-43,230.8,0.71,151.0
2024-02-21_00-15-44,230.9,0.71,151.0
2024-02-21_00-15-45,230.8,0.71,151.8
2024-02-21_00-15-46,230.8,0.71,151.8
2024-02-21_00-15-47,230.8,0.64,138.4
2024-02-21_00-15-48,230.8,0.66,141.1
2024-02-21_00-15-49,230.7,0.72,152.8
2024-02-21_00-15-50,230.8,0.71,151.8
2024-02-21_00-15-51,230.8,0.71,151.6
2024-02-21_00-15-52,230.8,0.71,151.6
2024-02-21_00-15-53,230.8,0.71,151.3
2024-02-21_00-15-54,230.7,0.81,174.6
2024-02-21_00-15-55,230.6,0.8,172.0
2024-02-21_00-15-57,230.5,0.87,188.6
2024-02-21_00-15-58,230.7,0.82,178.8
2024-02-21_00-15-59,230.7,0.82,178.8
2024-02-21_00-16-00,230.7,0.79,171.0
2024-02-21_00-16-01,230.7,0.74,159.4
2024-02-21_00-16-02,230.7,0.71,151.8
2024-02-21_00-16-03,230.8,0.71,151.4
2024-02-21_00-16-04,230.8,0.71,151.4
2024-02-21_00-16-05,230.6,0.71,151.4
2024-02-21_00-16-06,230.7,0.71,151.4
2024-02-21_00-16-07,230.7,0.71,151.4
2024-02-21_00-16-08,230.8,0.71,152.1
2024-02-21_00-16-09,230.7,0.71,151.7
2024-02-21_00-16-10,230.7,0.71,151.7
2024-02-21_00-16-11,230.8,0.71,151.7
2024-02-21_00-16-12,230.8,0.71,151.6
2024-02-21_00-16-14,230.8,0.71,151.5
2024-02-21_00-16-15,230.8,0.71,151.5
2024-02-21_00-16-16,230.7,0.71,151.7
2024-02-21_00-16-17,230.7,0.71,151.7
2024-02-21_00-16-18,230.7,0.71,151.8
2024-02-21_00-16-19,230.8,0.71,151.4
2024-02-21_00-16-20,230.8,0.71,152.5
2024-02-21_00-16-21,230.8,0.71,151.2
2024-02-21_00-16-22,230.7,0.73,156.6
2024-02-21_00-16-23,230.7,0.73,156.6
2024-02-21_00-16-24,230.8,0.71,151.5
2024-02-21_00-16-25,230.8,0.71,152.0
2024-02-21_00-16-26,230.8,0.71,151.4
2024-02-21_00-16-27,230.9,0.71,151.9
2024-02-21_00-16-28,230.9,0.71,151.6
2024-02-21_00-16-29,230.9,0.71,151.6
2024-02-21_00-16-31,230.9,0.71,152.1
2024-02-21_00-16-32,230.9,0.71,151.5
2024-02-21_00-16-33,230.8,0.71,151.6
2024-02-21_00-16-34,230.7,0.73,155.2
2024-02-21_00-16-35,230.7,0.71,152.0
2024-02-21_00-16-36,230.7,0.71,152.0
2024-02-21_00-16-37,230.7,0.71,151.7
2024-02-21_00-16-38,230.7,0.71,151.6
2024-02-21_00-16-39,230.7,0.71,151.0
2024-02-21_00-16-40,230.7,0.71,151.3
2024-02-21_00-16-41,230.8,0.71,151.2
2024-02-21_00-16-42,230.8,0.71,151.2
2024-02-21_00-16-43,230.8,0.71,151.6
2024-02-21_00-16-44,230.9,0.71,151.7
2024-02-21_00-16-45,230.9,0.71,151.4
2024-02-21_00-16-46,230.8,0.71,152.4
2024-02-21_00-16-48,230.7,0.71,151.2
2024-02-21_00-16-49,230.7,0.71,151.2
2024-02-21_00-16-50,230.8,0.71,151.3
2024-02-21_00-16-51,230.7,0.71,151.7
2024-02-21_00-16-52,230.7,0.71,151.2
2024-02-21_00-16-53,230.7,0.71,151.2
2024-02-21_00-16-54,230.7,0.71,151.2
2024-02-21_00-16-55,230.7,0.71,150.8
2024-02-21_00-16-56,230.7,0.71,151.4
2024-02-21_00-16-57,230.7,0.71,150.8
2024-02-21_00-16-58,230.7,0.71,151.5
2024-02-21_00-16-59,230.7,0.71,151.0
2024-02-21_00-17-00,230.7,0.71,151.0
2024-02-21_00-17-01,230.8,0.72,153.1
2024-02-21_00-17-02,230.8,0.73,155.1
2024-02-21_00-17-03,230.7,0.74,159.9
2024-02-21_00-17-05,230.6,0.71,152.6
2024-02-21_00-17-06,230.6,0.76,163.2
2024-02-21_00-17-07,230.6,0.76,163.2
2024-02-21_00-17-08,230.6,0.75,161.0
2024-02-21_00-17-09,230.5,0.77,165.9
2024-02-21_00-17-10,230.6,0.71,152.2
2024-02-21_00-17-11,230.6,0.71,152.3
2024-02-21_00-17-12,230.5,0.76,163.5
2024-02-21_00-17-13,230.5,0.76,163.5
2024-02-21_00-17-14,230.5,0.73,155.9
2024-02-21_00-17-15,230.6,0.72,153.5
2024-02-21_00-17-16,230.6,0.72,152.5
2024-02-21_00-17-17,230.6,0.72,152.9
2024-02-21_00-17-18,230.7,0.72,153.9
2024-02-21_00-17-19,230.7,0.72,153.9
2024-02-21_00-17-20,230.7,0.72,153.4
2024-02-21_00-17-21,230.8,0.73,154.2
2024-02-21_00-17-23,230.7,0.73,154.7
2024-02-21_00-17-24,230.7,0.72,153.9
2024-02-21_00-17-25,230.7,0.73,155.0
2024-02-21_00-17-26,230.7,0.73,155.0
2024-02-21_00-17-27,230.8,0.73,156.7
2024-02-21_00-17-28,230.7,0.72,153.7
2024-02-21_00-17-29,230.6,0.73,154.4
2024-02-21_00-17-30,230.6,0.72,152.6
2024-02-21_00-17-31,230.6,0.71,152.0
2024-02-21_00-17-32,230.6,0.71,152.0
2024-02-21_00-17-33,230.6,0.72,152.7
2024-02-21_00-17-34,230.7,0.73,154.9
2024-02-21_00-17-35,230.6,0.72,155.1
2024-02-21_00-17-36,230.6,0.71,152.0
2024-02-21_00-17-37,230.6,0.71,152.0
2024-02-21_00-17-38,230.6,0.71,152.0
2024-02-21_00-17-40,230.7,0.72,153.0
2024-02-21_00-17-41,230.7,0.75,160.2
2024-02-21_00-17-42,230.8,0.71,152.6
2024-02-21_00-17-43,230.8,0.72,152.9
2024-02-21_00-17-44,230.8,0.72,152.9
2024-02-21_00-17-45,230.7,0.71,152.7
2024-02-21_00-17-46,230.7,0.72,152.8
2024-02-21_00-17-47,230.7,0.72,153.9
2024-02-21_00-17-48,230.7,0.72,153.1
2024-02-21_00-17-49,230.8,0.72,153.5
2024-02-21_00-17-50,230.8,0.72,153.5
2024-02-21_00-17-51,230.8,0.72,153.9
2024-02-21_00-17-52,230.8,0.72,153.2
2024-02-21_00-17-53,230.8,0.72,153.8
2024-02-21_00-17-54,230.8,0.71,152.4
2024-02-21_00-17-55,230.8,0.72,152.8
2024-02-21_00-17-57,230.8,0.72,152.8
2024-02-21_00-17-58,230.8,0.72,153.0
2024-02-21_00-17-59,230.9,0.72,153.3
2024-02-21_00-18-00,230.9,0.72,152.8
2024-02-21_00-18-01,230.9,0.72,153.0
2024-02-21_00-18-02,230.9,0.71,152.4
2024-02-21_00-18-03,230.9,0.71,152.4
2024-02-21_00-18-04,230.9,0.72,153.3
2024-02-21_00-18-05,230.9,0.72,152.4
2024-02-21_00-18-06,230.8,0.72,152.6
2024-02-21_00-18-07,230.9,0.72,153.4
2024-02-21_00-18-08,231.1,0.72,152.9
2024-02-21_00-18-09,231.1,0.72,152.9
2024-02-21_00-18-10,230.9,0.71,152.4
2024-02-21_00-18-11,230.9,0.72,152.6
2024-02-21_00-18-12,230.9,0.72,152.5
2024-02-21_00-18-14,230.8,0.72,152.7
2024-02-21_00-18-15,230.9,0.72,152.8
2024-02-21_00-18-16,230.9,0.72,152.8
2024-02-21_00-18-17,230.8,0.72,153.5
2024-02-21_00-18-18,230.9,0.72,152.7
2024-02-21_00-18-19,231.0,0.71,152.5
2024-02-21_00-18-20,230.8,0.71,152.3
2024-02-21_00-18-21,230.8,0.71,153.8
2024-02-21_00-18-22,230.8,0.72,153.8
2024-02-21_00-18-23,230.8,0.73,155.8
2024-02-21_00-18-24,230.8,0.72,153.6
2024-02-21_00-18-25,230.8,0.77,166.2
2024-02-21_00-18-26,230.8,0.72,153.8
2024-02-21_00-18-27,230.8,0.72,153.8
2024-02-21_00-18-28,230.8,0.72,153.5
2024-02-21_00-18-29,230.8,0.74,157.2
2024-02-21_00-18-31,230.8,0.73,155.0
2024-02-21_00-18-32,230.9,0.72,154.6
2024-02-21_00-18-33,230.8,0.72,153.3
2024-02-21_00-18-34,230.8,0.72,153.3
2024-02-21_00-18-35,230.8,0.72,153.7
2024-02-21_00-18-36,230.9,0.75,158.8
2024-02-21_00-18-37,230.9,0.72,154.0
2024-02-21_00-18-38,230.8,0.73,154.3
2024-02-21_00-18-39,230.8,0.74,156.7
2024-02-21_00-18-40,230.8,0.74,156.7
2024-02-21_00-18-41,230.9,0.72,153.6
2024-02-21_00-18-42,230.9,0.72,153.1
2024-02-21_00-18-43,230.9,0.71,152.5
2024-02-21_00-18-44,231.0,0.71,152.3
2024-02-21_00-18-45,231.0,0.72,152.7
2024-02-21_00-18-46,231.0,0.72,152.7
2024-02-21_00-18-48,231.0,0.72,153.3
2024-02-21_00-18-49,231.0,0.72,152.6
2024-02-21_00-18-50,231.0,0.72,153.0
2024-02-21_00-18-51,231.0,0.72,153.1
2024-02-21_00-18-52,231.1,0.72,153.5
2024-02-21_00-18-53,231.1,0.72,153.5
2024-02-21_00-18-54,231.0,0.72,153.0
2024-02-21_00-18-55,230.9,0.72,152.6
2024-02-21_00-18-56,230.9,0.72,152.6
2024-02-21_00-18-57,230.9,0.72,153.8
2024-02-21_00-18-58,230.9,0.72,152.5
2024-02-21_00-18-59,230.9,0.72,152.5
2024-02-21_00-19-00,230.9,0.72,152.7
2024-02-21_00-19-01,230.9,0.72,154.6
2024-02-21_00-19-02,230.9,0.72,153.1
2024-02-21_00-19-03,230.8,0.71,152.5
2024-02-21_00-19-05,230.8,0.72,152.8
2024-02-21_00-19-06,230.8,0.72,152.8
2024-02-21_00-19-07,230.8,0.72,153.1
2024-02-21_00-19-08,230.8,0.72,152.9
2024-02-21_00-19-09,230.9,0.72,154.4
2024-02-21_00-19-10,231.1,0.72,153.6
2024-02-21_00-19-11,231.1,0.72,153.6
2024-02-21_00-19-12,231.2,0.72,153.2
2024-02-21_00-19-13,231.1,0.71,152.8
2024-02-21_00-19-14,231.0,0.72,152.7
2024-02-21_00-19-15,230.9,0.72,152.8
2024-02-21_00-19-16,231.0,0.71,152.6
2024-02-21_00-19-17,231.0,0.71,152.6
2024-02-21_00-19-18,231.0,0.72,152.6
2024-02-21_00-19-19,231.0,0.71,152.4
2024-02-21_00-19-20,231.0,0.71,152.5
2024-02-21_00-19-22,231.0,0.71,152.4
2024-02-21_00-19-23,231.0,0.72,153.2
2024-02-21_00-19-24,231.0,0.72,153.2
2024-02-21_00-19-25,230.9,0.72,152.6
2024-02-21_00-19-26,230.9,0.72,153.4
2024-02-21_00-19-27,231.1,0.72,152.9
2024-02-21_00-19-28,231.1,0.72,153.0
2024-02-21_00-19-29,231.1,0.72,152.9
2024-02-21_00-19-30,231.1,0.72,152.9
2024-02-21_00-19-31,231.1,0.72,152.8
2024-02-21_00-19-32,231.1,0.72,154.1
2024-02-21_00-19-33,231.2,0.71,152.5
2024-02-21_00-19-34,231.2,0.72,153.3
2024-02-21_00-19-35,231.2,0.74,157.5
2024-02-21_00-19-36,231.2,0.74,157.5
2024-02-21_00-19-37,231.3,0.71,153.2
2024-02-21_00-19-39,231.3,0.62,134.3
2024-02-21_00-19-40,231.3,0.61,133.3
2024-02-21_00-19-41,231.3,0.64,138.7
2024-02-21_00-19-42,231.5,0.69,148.7
2024-02-21_00-19-43,231.5,0.69,148.7
2024-02-21_00-19-44,231.4,0.69,148.7
2024-02-21_00-19-45,231.4,0.69,148.4
2024-02-21_00-19-46,231.3,0.69,148.7
2024-02-21_00-19-47,231.3,0.69,148.6
2024-02-21_00-19-48,231.3,0.69,148.2
2024-02-21_00-19-49,231.3,0.69,148.2
2024-02-21_00-19-50,231.3,0.69,148.2
2024-02-21_00-19-51,231.3,0.69,148.4
2024-02-21_00-19-52,231.3,0.69,148.3
2024-02-21_00-19-53,231.4,0.69,148.3
2024-02-21_00-19-54,231.4,0.69,148.3
2024-02-21_00-19-55,231.3,0.7,151.1
2024-02-21_00-19-57,231.3,0.69,148.6
2024-02-21_00-19-58,231.3,0.69,149.0
2024-02-21_00-19-59,231.3,0.69,148.3
2024-02-21_00-20-00,231.4,0.69,148.1
2024-02-21_00-20-01,231.4,0.69,148.1
2024-02-21_00-20-02,231.3,0.74,160.4
2024-02-21_00-20-03,231.4,0.7,151.3
2024-02-21_00-20-04,231.4,0.69,149.0
2024-02-21_00-20-05,231.4,0.69,148.8
2024-02-21_00-20-06,231.4,0.7,149.4
2024-02-21_00-20-07,231.4,0.7,149.4
2024-02-21_00-20-08,231.4,0.7,150.0
2024-02-21_00-20-09,231.3,0.73,158.1
2024-02-21_00-20-10,231.4,0.74,157.7
2024-02-21_00-20-11,231.3,0.74,160.9
2024-02-21_00-20-12,231.4,0.69,148.9
2024-02-21_00-20-14,231.4,0.69,148.9
2024-02-21_00-20-15,231.4,0.69,148.6
2024-02-21_00-20-16,231.5,0.7,150.3
2024-02-21_00-20-17,231.5,0.69,148.7
2024-02-21_00-20-18,231.4,0.69,148.7
2024-02-21_00-20-19,231.4,0.69,148.3
2024-02-21_00-20-20,231.4,0.69,148.0
2024-02-21_00-20-21,231.4,0.69,148.0
2024-02-21_00-20-22,231.4,0.72,153.8
2024-02-21_00-20-23,231.3,0.75,161.8
2024-02-21_00-20-24,231.3,0.72,155.2
2024-02-21_00-20-25,231.3,0.75,162.2
2024-02-21_00-20-26,231.3,0.73,158.2
2024-02-21_00-20-27,231.3,0.73,158.2
2024-02-21_00-20-28,231.3,0.72,155.9
2024-02-21_00-20-29,231.2,0.77,165.7
2024-02-21_00-20-31,231.3,0.75,163.0
2024-02-21_00-20-32,231.2,0.72,154.5
2024-02-21_00-20-33,231.2,0.72,154.5
2024-02-21_00-20-34,231.0,0.77,166.1
2024-02-21_00-20-35,231.0,0.85,183.7
2024-02-21_00-20-36,231.1,0.81,176.3
2024-02-21_00-20-37,231.2,0.74,159.4
2024-02-21_00-20-38,231.2,0.68,145.3
2024-02-21_00-20-39,231.4,0.68,145.3
2024-02-21_00-20-40,231.4,0.68,145.3
2024-02-21_00-20-41,231.5,0.68,145.6
2024-02-21_00-20-42,231.6,0.68,144.9
2024-02-21_00-20-43,231.6,0.74,159.3
2024-02-21_00-20-44,231.6,0.74,159.3
2024-02-21_00-20-45,231.6,0.81,176.5
2024-02-21_00-20-46,231.7,0.79,171.9
2024-02-21_00-20-48,231.7,0.82,177.2
2024-02-21_00-20-49,231.8,0.79,172.4
2024-02-21_00-20-50,231.8,0.71,152.8
2024-02-21_00-20-51,231.9,0.68,146.5
2024-02-21_00-20-52,231.9,0.68,146.5
2024-02-21_00-20-53,231.9,0.68,147.0
2024-02-21_00-20-54,231.9,0.68,145.5
2024-02-21_00-20-55,231.9,0.68,146.8
2024-02-21_00-20-56,231.9,0.69,147.3
2024-02-21_00-20-57,231.9,0.69,147.2
2024-02-21_00-20-58,231.9,0.69,147.2
2024-02-21_00-20-59,231.9,0.68,146.2
2024-02-21_00-21-00,231.9,0.69,147.6
2024-02-21_00-21-01,231.9,0.69,147.2
2024-02-21_00-21-02,231.8,0.68,146.4
2024-02-21_00-21-03,231.8,0.68,146.2
2024-02-21_00-21-05,231.8,0.68,146.2
2024-02-21_00-21-06,231.8,0.69,147.7
2024-02-21_00-21-07,231.8,0.68,146.0
2024-02-21_00-21-08,231.7,0.68,145.6
2024-02-21_00-21-09,231.7,0.68,146.0
2024-02-21_00-21-10,231.7,0.69,147.5
2024-02-21_00-21-11,231.7,0.69,147.5
2024-02-21_00-21-12,231.7,0.68,146.3
2024-02-21_00-21-13,231.6,0.68,145.9
2024-02-21_00-21-14,231.7,0.68,146.2
2024-02-21_00-21-15,231.8,0.68,147.0
2024-02-21_00-21-16,231.8,0.68,146.3
2024-02-21_00-21-17,231.9,0.68,146.3
2024-02-21_00-21-18,231.8,0.68,146.2
2024-02-21_00-21-19,231.7,0.69,147.8
2024-02-21_00-21-20,231.7,0.68,145.9
2024-02-21_00-21-22,231.7,0.68,146.0
2024-02-21_00-21-23,231.7,0.68,146.0
2024-02-21_00-21-24,231.7,0.7,150.4
2024-02-21_00-21-25,231.8,0.68,145.7
2024-02-21_00-21-26,231.8,0.68,146.8
2024-02-21_00-21-27,231.8,0.68,145.8
2024-02-21_00-21-28,231.8,0.68,146.5
2024-02-21_00-21-29,231.8,0.68,146.5
2024-02-21_00-21-30,231.9,0.68,145.8
2024-02-21_00-21-31,231.8,0.68,145.5
2024-02-21_00-21-32,231.7,0.68,145.7
2024-02-21_00-21-33,231.7,0.68,146.4
2024-02-21_00-21-34,231.6,0.68,145.6
2024-02-21_00-21-35,231.6,0.68,145.6
2024-02-21_00-21-36,231.6,0.7,149.4
2024-02-21_00-21-37,231.5,0.7,151.3
2024-02-21_00-21-39,231.6,0.69,147.1
2024-02-21_00-21-40,231.6,0.68,145.6
2024-02-21_00-21-41,231.6,0.68,145.4
2024-02-21_00-21-42,231.6,0.68,145.4
2024-02-21_00-21-43,231.6,0.68,146.5
2024-02-21_00-21-44,231.6,0.68,146.5
2024-02-21_00-21-45,231.7,0.68,146.9
2024-02-21_00-21-46,231.5,0.68,146.8
2024-02-21_00-21-47,231.6,0.69,147.2
2024-02-21_00-21-48,231.6,0.69,147.2
2024-02-21_00-21-49,231.6,0.68,146.1
2024-02-21_00-21-50,231.6,0.68,146.0
2024-02-21_00-21-51,231.6,0.69,147.8
2024-02-21_00-21-52,231.6,0.7,150.0
2024-02-21_00-21-53,231.6,0.68,145.6
2024-02-21_00-21-54,231.6,0.68,145.6
2024-02-21_00-21-56,231.6,0.68,146.1
2024-02-21_00-21-57,231.6,0.68,146.4
2024-02-21_00-21-58,231.6,0.68,146.4
2024-02-21_00-21-59,231.5,0.68,145.1
2024-02-21_00-22-00,231.5,0.69,147.3
2024-02-21_00-22-01,231.5,0.69,147.3
2024-02-21_00-22-02,231.5,0.68,146.1
2024-02-21_00-22-03,231.5,0.68,145.8
2024-02-21_00-22-04,231.5,0.69,146.9
2024-02-21_00-22-05,231.4,0.69,146.7
2024-02-21_00-22-06,231.4,0.69,146.7
2024-02-21_00-22-07,231.5,0.68,145.8
2024-02-21_00-22-08,231.5,0.68,146.0
2024-02-21_00-22-09,231.5,0.69,146.9
2024-02-21_00-22-10,231.6,0.68,146.5
2024-02-21_00-22-11,231.5,0.68,146.3
2024-02-21_00-22-13,231.5,0.68,146.3
2024-02-21_00-22-14,231.5,0.68,145.6
2024-02-21_00-22-15,231.6,0.68,145.9
2024-02-21_00-22-16,231.6,0.68,145.6
2024-02-21_00-22-17,231.5,0.68,145.4
2024-02-21_00-22-18,231.5,0.68,145.6
2024-02-21_00-22-19,231.5,0.68,145.6
2024-02-21_00-22-20,231.5,0.68,146.8
2024-02-21_00-22-21,231.5,0.68,146.1
2024-02-21_00-22-22,231.5,0.68,144.9
2024-02-21_00-22-23,231.4,0.68,145.0
2024-02-21_00-22-24,231.5,0.68,144.8
2024-02-21_00-22-25,231.5,0.68,144.8
2024-02-21_00-22-26,231.6,0.68,146.1
2024-02-21_00-22-27,231.6,0.68,145.5
2024-02-21_00-22-28,231.5,0.7,150.4
2024-02-21_00-22-30,231.5,0.68,144.9
2024-02-21_00-22-31,231.4,0.68,145.1
2024-02-21_00-22-32,231.4,0.68,145.1
2024-02-21_00-22-33,231.4,0.67,144.4
2024-02-21_00-22-34,231.4,0.67,144.3
2024-02-21_00-22-35,231.4,0.68,144.9
2024-02-21_00-22-36,231.4,0.7,149.2
2024-02-21_00-22-37,231.4,0.68,145.0
2024-02-21_00-22-38,231.4,0.68,145.0
2024-02-21_00-22-39,231.5,0.68,144.7
2024-02-21_00-22-40,231.5,0.68,145.2
2024-02-21_00-22-41,231.5,0.68,145.7
2024-02-21_00-22-42,231.5,0.67,144.4
2024-02-21_00-22-43,231.5,0.68,144.9
2024-02-21_00-22-44,231.5,0.68,144.9
2024-02-21_00-22-45,231.5,0.68,145.9
2024-02-21_00-22-46,231.5,0.68,145.6
2024-02-21_00-22-48,231.5,0.68,145.0
2024-02-21_00-22-49,231.5,0.68,145.1
2024-02-21_00-22-50,231.5,0.68,145.1
2024-02-21_00-22-51,231.6,0.68,145.5
2024-02-21_00-22-52,231.6,0.68,144.9
2024-02-21_00-22-53,231.6,0.68,144.7
2024-02-21_00-22-54,231.5,0.68,145.2
2024-02-21_00-22-55,231.5,0.7,151.6
2024-02-21_00-22-56,231.5,0.7,151.6
2024-02-21_00-22-57,231.5,0.7,151.1
2024-02-21_00-22-58,231.5,0.71,153.8
2024-02-21_00-22-59,231.5,0.72,156.1
2024-02-21_00-23-00,231.5,0.73,157.4
2024-02-21_00-23-01,231.4,0.75,161.6
2024-02-21_00-23-02,231.4,0.75,161.6
2024-02-21_00-23-03,231.5,0.72,154.6
2024-02-21_00-23-05,231.3,0.72,154.5
2024-02-21_00-23-06,231.4,0.73,157.9
2024-02-21_00-23-07,231.3,0.75,161.0
2024-02-21_00-23-08,231.4,0.75,162.9
2024-02-21_00-23-09,231.4,0.75,162.9
2024-02-21_00-23-10,231.4,0.71,153.9
2024-02-21_00-23-11,231.4,0.75,161.1
2024-02-21_00-23-12,231.4,0.74,159.6
2024-02-21_00-23-13,231.4,0.74,160.7
2024-02-21_00-23-14,231.4,0.7,151.4
2024-02-21_00-23-15,231.4,0.7,151.4
2024-02-21_00-23-16,231.4,0.68,146.7
2024-02-21_00-23-17,231.3,0.72,155.4
2024-02-21_00-23-18,231.3,0.68,146.7
2024-02-21_00-23-19,231.3,0.7,151.9
2024-02-21_00-23-20,231.3,0.73,156.5
2024-02-21_00-23-22,231.3,0.73,156.5
2024-02-21_00-23-23,231.3,0.73,156.6
2024-02-21_00-23-24,231.4,0.7,150.9
2024-02-21_00-23-25,231.3,0.75,160.4
2024-02-21_00-23-26,231.3,0.72,155.5
2024-02-21_00-23-27,231.4,0.7,150.1
2024-02-21_00-23-28,231.4,0.7,150.1
2024-02-21_00-23-29,231.4,0.71,154.2
2024-02-21_00-23-30,231.4,0.68,144.9
2024-02-21_00-23-31,231.4,0.69,147.8
2024-02-21_00-23-32,231.3,0.7,149.7
2024-02-21_00-23-33,231.3,0.7,150.1
2024-02-21_00-23-34,231.4,0.7,150.1
2024-02-21_00-23-35,231.3,0.69,148.9
2024-02-21_00-23-36,231.2,0.76,163.0
2024-02-21_00-23-37,231.3,0.73,158.2
2024-02-21_00-23-39,231.3,0.71,153.1
2024-02-21_00-23-40,231.3,0.71,153.1
2024-02-21_00-23-41,231.3,0.68,145.2
2024-02-21_00-23-42,231.3,0.68,144.9
2024-02-21_00-23-43,231.2,0.68,144.9
2024-02-21_00-23-44,231.2,0.68,144.9
2024-02-21_00-23-45,231.2,0.68,146.4
2024-02-21_00-23-46,231.2,0.68,146.4
2024-02-21_00-23-47,231.2,0.69,149.0
2024-02-21_00-23-48,231.2,0.68,146.3
2024-02-21_00-23-49,231.3,0.68,144.6
2024-02-21_00-23-50,231.2,0.7,150.7
2024-02-21_00-23-51,231.3,0.69,147.9
2024-02-21_00-23-52,231.3,0.69,147.9
2024-02-21_00-23-53,231.4,0.69,148.3
2024-02-21_00-23-54,231.4,0.73,157.0
2024-02-21_00-23-56,231.4,0.69,148.1
2024-02-21_00-23-57,231.3,0.68,145.7
2024-02-21_00-23-58,231.3,0.68,146.7
2024-02-21_00-23-59,231.3,0.68,146.7
2024-02-21_00-24-00,231.2,0.67,144.2
2024-02-21_00-24-01,231.2,0.67,144.4
