Timestamp,Voltage,Current,Power
2024-02-20_21-26-37,224.1,0.73,152.8
2024-02-20_21-26-38,224.1,0.72,149.3
2024-02-20_21-26-39,224.1,0.72,149.3
2024-02-20_21-26-40,224.1,0.73,152.5
2024-02-20_21-26-41,224.1,0.72,150.0
2024-02-20_21-26-42,224.0,0.73,152.7
2024-02-20_21-26-43,224.1,0.73,153.0
2024-02-20_21-26-44,224.0,0.75,155.9
2024-02-20_21-26-46,224.0,0.75,155.9
2024-02-20_21-26-47,224.1,0.71,148.9
2024-02-20_21-26-48,224.1,0.73,152.0
2024-02-20_21-26-49,224.0,0.72,150.7
2024-02-20_21-26-50,224.1,0.72,149.8
2024-02-20_21-26-51,224.1,0.72,150.1
2024-02-20_21-26-52,224.1,0.72,150.1
2024-02-20_21-26-53,224.1,0.7,146.1
2024-02-20_21-26-54,224.1,0.72,149.6
2024-02-20_21-26-55,224.1,0.73,153.3
2024-02-20_21-26-56,224.1,0.71,147.2
2024-02-20_21-26-57,224.1,0.71,147.2
2024-02-20_21-26-58,224.1,0.72,149.7
2024-02-20_21-26-59,224.1,0.73,151.4
2024-02-20_21-27-00,224.1,0.71,149.0
2024-02-20_21-27-01,224.1,0.7,145.3
2024-02-20_21-27-03,224.0,0.73,151.2
2024-02-20_21-27-04,224.0,0.73,151.2
2024-02-20_21-27-05,224.1,0.71,149.0
2024-02-20_21-27-06,224.2,0.7,146.1
2024-02-20_21-27-07,224.2,0.7,145.3
2024-02-20_21-27-08,223.9,0.7,145.4
2024-02-20_21-27-09,224.0,0.71,147.0
2024-02-20_21-27-10,224.0,0.71,147.0
2024-02-20_21-27-11,224.0,0.72,149.3
2024-02-20_21-27-12,224.0,0.74,154.0
2024-02-20_21-27-13,224.0,0.7,145.5
2024-02-20_21-27-14,224.0,0.73,152.2
2024-02-20_21-27-15,224.2,0.72,151.4
2024-02-20_21-27-16,224.2,0.72,151.4
2024-02-20_21-27-17,224.1,0.77,161.6
2024-02-20_21-27-18,224.1,0.78,163.9
2024-02-20_21-27-20,224.2,0.72,149.7
2024-02-20_21-27-21,224.1,0.71,147.9
2024-02-20_21-27-22,224.1,0.7,146.2
2024-02-20_21-27-23,224.1,0.7,146.2
2024-02-20_21-27-24,224.2,0.7,146.5
2024-02-20_21-27-25,224.2,0.7,144.9
2024-02-20_21-27-26,224.2,0.7,145.4
2024-02-20_21-27-27,224.2,0.71,147.7
2024-02-20_21-27-28,224.3,0.7,146.4
2024-02-20_21-27-29,224.3,0.7,146.4
2024-02-20_21-27-30,224.3,0.72,149.7
2024-02-20_21-27-31,224.2,0.74,154.7
2024-02-20_21-27-32,224.2,0.71,147.5
2024-02-20_21-27-33,224.2,0.72,149.7
2024-02-20_21-27-34,224.1,0.73,151.4
2024-02-20_21-27-35,224.1,0.73,151.4
2024-02-20_21-27-37,224.2,0.72,150.9
2024-02-20_21-27-38,224.1,0.73,151.2
2024-02-20_21-27-39,224.1,0.74,155.2
2024-02-20_21-27-40,224.1,0.75,158.4
2024-02-20_21-27-41,224.1,0.75,158.4
2024-02-20_21-27-42,224.0,0.72,150.8
2024-02-20_21-27-43,224.1,0.71,148.5
2024-02-20_21-27-44,224.1,0.71,148.4
2024-02-20_21-27-45,224.1,0.71,146.8
2024-02-20_21-27-46,224.2,0.71,147.6
2024-02-20_21-27-47,224.2,0.71,147.6
2024-02-20_21-27-48,224.1,0.7,146.6
2024-02-20_21-27-49,224.1,0.72,150.0
2024-02-20_21-27-50,224.2,0.7,146.4
2024-02-20_21-27-51,224.1,0.7,145.4
2024-02-20_21-27-52,224.0,0.72,150.5
2024-02-20_21-27-54,224.0,0.72,150.5
2024-02-20_21-27-55,224.0,0.79,166.0
2024-02-20_21-27-56,223.9,0.79,166.5
2024-02-20_21-27-57,223.9,0.82,171.0
2024-02-20_21-27-58,224.0,0.78,166.1
2024-02-20_21-27-59,223.9,0.8,168.4
2024-02-20_21-28-00,223.9,0.8,168.4
2024-02-20_21-28-01,223.9,0.73,152.9
2024-02-20_21-28-02,223.9,0.73,151.2
2024-02-20_21-28-03,223.8,0.74,154.5
2024-02-20_21-28-04,223.8,0.73,151.7
2024-02-20_21-28-05,223.9,0.7,146.0
2024-02-20_21-28-06,223.9,0.7,146.0
2024-02-20_21-28-07,223.9,0.7,146.6
2024-02-20_21-28-08,223.9,0.7,146.6
2024-02-20_21-28-09,223.8,0.71,148.2
2024-02-20_21-28-11,223.8,0.75,155.7
2024-02-20_21-28-12,223.7,0.73,152.9
2024-02-20_21-28-13,223.7,0.73,152.9
2024-02-20_21-28-14,223.7,0.73,151.9
2024-02-20_21-28-15,223.6,0.77,161.1
2024-02-20_21-28-16,223.7,0.72,149.9
2024-02-20_21-28-17,223.8,0.73,151.3
2024-02-20_21-28-18,223.9,0.74,155.0
2024-02-20_21-28-19,223.9,0.74,155.0
2024-02-20_21-28-20,223.8,0.75,157.7
2024-02-20_21-28-21,223.8,0.75,155.8
2024-02-20_21-28-22,223.8,0.75,157.7
2024-02-20_21-28-23,223.8,0.72,150.5
2024-02-20_21-28-24,223.8,0.72,150.5
2024-02-20_21-28-25,223.8,0.72,150.3
2024-02-20_21-28-26,223.8,0.73,150.9
2024-02-20_21-28-28,223.9,0.73,151.4
2024-02-20_21-28-29,223.9,0.73,151.7
2024-02-20_21-28-30,223.7,0.95,200.4
2024-02-20_21-28-31,223.7,0.95,200.4
2024-02-20_21-28-32,223.8,0.87,185.3
2024-02-20_21-28-33,223.9,0.73,153.2
2024-02-20_21-28-34,223.8,0.73,152.7
2024-02-20_21-28-35,223.7,0.72,150.4
2024-02-20_21-28-36,223.7,0.7,146.2
2024-02-20_21-28-37,223.7,0.7,146.2
2024-02-20_21-28-38,223.6,0.7,145.7
2024-02-20_21-28-39,223.6,0.7,145.0
2024-02-20_21-28-40,223.6,0.7,144.9
2024-02-20_21-28-41,223.6,0.7,145.0
2024-02-20_21-28-42,223.5,0.75,155.7
2024-02-20_21-28-43,223.5,0.75,155.7
2024-02-20_21-28-45,223.6,0.7,145.4
2024-02-20_21-28-46,223.7,0.72,149.4
2024-02-20_21-28-47,223.6,0.71,148.2
2024-02-20_21-28-48,223.6,0.73,151.8
2024-02-20_21-28-49,223.7,0.7,146.6
2024-02-20_21-28-50,223.7,0.7,146.6
2024-02-20_21-28-51,223.6,0.71,147.6
2024-02-20_21-28-52,223.6,0.73,152.4
2024-02-20_21-28-53,223.4,0.73,153.1
2024-02-20_21-28-54,223.5,0.74,153.9
2024-02-20_21-28-55,223.6,0.73,152.6
2024-02-20_21-28-56,223.6,0.73,152.6
2024-02-20_21-28-57,223.7,0.73,151.5
2024-02-20_21-28-58,223.4,0.76,159.9
2024-02-20_21-28-59,223.6,0.71,146.5
2024-02-20_21-29-00,223.6,0.72,150.6
2024-02-20_21-29-02,223.5,0.71,148.3
2024-02-20_21-29-03,223.5,0.71,148.3
2024-02-20_21-29-04,223.6,0.71,148.3
2024-02-20_21-29-05,223.6,0.71,146.2
2024-02-20_21-29-06,223.5,0.7,146.2
2024-02-20_21-29-07,223.5,0.71,146.7
2024-02-20_21-29-08,223.5,0.72,150.1
2024-02-20_21-29-09,223.5,0.72,150.1
2024-02-20_21-29-10,223.5,0.74,152.9
2024-02-20_21-29-11,223.5,0.74,154.6
2024-02-20_21-29-12,223.4,0.75,155.9
2024-02-20_21-29-13,223.4,0.75,156.7
2024-02-20_21-29-14,223.4,0.75,156.7
2024-02-20_21-29-15,223.5,0.71,148.0
2024-02-20_21-29-16,223.6,0.72,149.0
2024-02-20_21-29-17,223.4,0.74,153.8
2024-02-20_21-29-19,223.5,0.7,145.7
2024-02-20_21-29-20,223.4,0.7,146.1
2024-02-20_21-29-21,223.4,0.7,146.1
2024-02-20_21-29-22,223.4,0.7,146.3
2024-02-20_21-29-23,223.3,0.71,147.2
2024-02-20_21-29-24,223.4,0.7,146.1
2024-02-20_21-29-25,223.4,0.7,145.4
2024-02-20_21-29-26,223.4,0.7,145.1
2024-02-20_21-29-27,223.4,0.7,145.1
2024-02-20_21-29-28,223.5,0.71,146.7
2024-02-20_21-29-29,223.4,0.74,153.0
2024-02-20_21-29-30,223.3,0.75,155.5
2024-02-20_21-29-31,223.4,0.74,154.1
2024-02-20_21-29-32,223.4,0.73,152.1
2024-02-20_21-29-33,223.4,0.73,152.1
2024-02-20_21-29-34,223.4,0.74,153.9
2024-02-20_21-29-35,223.4,0.73,151.4
2024-02-20_21-29-37,223.4,0.7,145.0
2024-02-20_21-29-38,223.4,0.7,144.9
2024-02-20_21-29-39,223.4,0.7,145.1
2024-02-20_21-29-40,223.4,0.7,145.1
2024-02-20_21-29-41,223.3,0.7,145.3
2024-02-20_21-29-42,223.3,0.7,144.8
2024-02-20_21-29-43,223.3,0.7,144.4
2024-02-20_21-29-44,223.3,0.7,144.5
2024-02-20_21-29-45,223.2,0.7,144.3
2024-02-20_21-29-46,223.2,0.7,144.3
2024-02-20_21-29-47,223.3,0.7,144.5
2024-02-20_21-29-48,223.3,0.7,144.2
2024-02-20_21-29-49,223.3,0.7,144.7
2024-02-20_21-29-50,223.1,0.7,145.2
2024-02-20_21-29-51,223.1,0.72,149.3
2024-02-20_21-29-52,223.1,0.72,149.3
2024-02-20_21-29-54,223.1,0.74,153.7
2024-02-20_21-29-55,223.1,0.75,155.3
2024-02-20_21-29-56,223.0,0.74,153.6
2024-02-20_21-29-57,222.9,0.74,153.3
2024-02-20_21-29-58,222.9,0.74,153.3
2024-02-20_21-29-59,222.9,0.72,149.7
2024-02-20_21-30-00,222.9,0.73,152.2
2024-02-20_21-30-01,222.9,0.73,151.1
2024-02-20_21-30-02,222.9,0.74,153.8
2024-02-20_21-30-03,222.9,0.74,153.7
2024-02-20_21-30-04,222.9,0.74,153.7
2024-02-20_21-30-05,222.9,0.71,147.5
2024-02-20_21-30-06,222.9,0.72,148.5
2024-02-20_21-30-07,222.9,0.72,149.1
2024-02-20_21-30-08,222.9,0.73,150.8
2024-02-20_21-30-09,222.8,0.76,157.8
2024-02-20_21-30-11,222.8,0.76,157.8
2024-02-20_21-30-12,222.9,0.73,151.2
2024-02-20_21-30-13,222.8,0.74,154.6
2024-02-20_21-30-14,222.8,0.74,153.0
2024-02-20_21-30-15,222.8,0.72,149.3
2024-02-20_21-30-16,222.8,0.7,144.1
2024-02-20_21-30-17,222.8,0.7,144.1
2024-02-20_21-30-18,222.6,0.7,143.7
2024-02-20_21-30-19,222.6,0.76,158.6
2024-02-20_21-30-20,222.6,0.71,147.3
2024-02-20_21-30-21,222.5,0.71,147.8
2024-02-20_21-30-22,222.4,0.72,149.4
2024-02-20_21-30-23,222.4,0.72,149.4
2024-02-20_21-30-24,222.5,0.7,145.0
2024-02-20_21-30-25,222.6,0.71,146.4
2024-02-20_21-30-26,222.6,0.7,145.5
2024-02-20_21-30-28,222.7,0.7,145.1
2024-02-20_21-30-29,222.7,0.71,146.3
2024-02-20_21-30-30,222.7,0.71,146.3
2024-02-20_21-30-31,222.7,0.73,151.0
2024-02-20_21-30-32,222.7,0.7,144.6
2024-02-20_21-30-33,222.7,0.7,144.8
2024-02-20_21-30-34,222.8,0.7,144.2
2024-02-20_21-30-35,222.8,0.71,148.0
2024-02-20_21-30-36,222.8,0.71,148.0
2024-02-20_21-30-37,222.5,0.7,145.9
2024-02-20_21-30-38,222.5,0.7,145.4
2024-02-20_21-30-39,222.6,0.7,144.9
2024-02-20_21-30-40,222.6,0.71,146.0
2024-02-20_21-30-41,222.6,0.71,146.0
2024-02-20_21-30-42,222.6,0.75,154.9
2024-02-20_21-30-43,222.4,0.77,159.5
2024-02-20_21-30-45,222.4,0.71,146.5
2024-02-20_21-30-46,222.5,0.74,153.7
2024-02-20_21-30-47,222.5,0.72,150.1
2024-02-20_21-30-48,222.5,0.72,150.1
2024-02-20_21-30-49,222.4,0.71,146.3
2024-02-20_21-30-50,222.4,0.7,145.6
2024-02-20_21-30-51,222.5,0.71,147.0
2024-02-20_21-30-52,222.5,0.7,145.4
2024-02-20_21-30-53,222.5,0.75,154.7
2024-02-20_21-30-54,222.5,0.75,154.7
2024-02-20_21-30-55,222.5,0.72,148.2
2024-02-20_21-30-56,222.5,0.74,151.8
2024-02-20_21-30-57,222.6,0.72,149.7
2024-02-20_21-30-58,222.7,0.7,145.4
2024-02-20_21-30-59,222.7,0.72,148.6
2024-02-20_21-31-00,222.7,0.72,148.6
2024-02-20_21-31-02,222.6,0.72,148.1
2024-02-20_21-31-03,222.5,0.71,147.3
2024-02-20_21-31-04,222.5,0.71,147.7
2024-02-20_21-31-05,222.5,0.72,148.5
2024-02-20_21-31-06,222.6,0.71,147.8
2024-02-20_21-31-07,222.6,0.71,147.8
2024-02-20_21-31-08,222.6,0.71,147.1
2024-02-20_21-31-09,222.6,0.71,147.5
2024-02-20_21-31-10,222.5,0.71,147.6
2024-02-20_21-31-11,222.5,0.72,148.8
2024-02-20_21-31-12,222.5,0.71,148.0
2024-02-20_21-31-13,222.5,0.71,148.0
2024-02-20_21-31-14,222.5,0.71,146.6
2024-02-20_21-31-15,222.5,0.7,144.6
2024-02-20_21-31-16,222.4,0.71,145.6
2024-02-20_21-31-17,222.3,0.7,145.1
2024-02-20_21-31-19,222.3,0.76,158.1
2024-02-20_21-31-20,222.3,0.76,158.1
2024-02-20_21-31-21,222.4,0.72,149.7
2024-02-20_21-31-22,222.3,0.75,155.8
2024-02-20_21-31-23,222.3,0.71,147.1
2024-02-20_21-31-24,222.4,0.7,145.6
2024-02-20_21-31-25,222.4,0.7,145.2
2024-02-20_21-31-26,222.4,0.7,145.2
2024-02-20_21-31-27,222.3,0.7,145.3
2024-02-20_21-31-28,222.3,0.7,144.9
2024-02-20_21-31-29,222.4,0.7,144.0
2024-02-20_21-31-30,222.4,0.73,150.6
2024-02-20_21-31-31,222.4,0.73,150.6
2024-02-20_21-31-32,222.3,0.71,147.6
2024-02-20_21-31-33,222.4,0.7,144.7
2024-02-20_21-31-34,222.4,0.7,144.5
2024-02-20_21-31-35,222.3,0.7,144.7
2024-02-20_21-31-37,222.4,0.71,145.9
2024-02-20_21-31-38,222.4,0.71,145.9
2024-02-20_21-31-39,222.6,0.71,146.1
2024-02-20_21-31-40,222.5,0.7,144.5
2024-02-20_21-31-41,222.5,0.7,144.2
2024-02-20_21-31-42,222.3,0.73,150.2
2024-02-20_21-31-43,222.4,0.73,151.6
2024-02-20_21-31-44,222.4,0.73,151.6
2024-02-20_21-31-45,222.5,0.74,152.4
2024-02-20_21-31-46,222.3,0.74,154.0
2024-02-20_21-31-47,222.3,0.73,150.7
2024-02-20_21-31-48,222.3,0.77,161.5
2024-02-20_21-31-49,222.4,0.75,154.4
2024-02-20_21-31-50,222.4,0.75,154.4
2024-02-20_21-31-51,222.4,0.74,153.8
2024-02-20_21-31-52,222.3,0.75,155.1
2024-02-20_21-31-54,222.3,0.72,149.0
2024-02-20_21-31-55,222.3,0.73,150.8
2024-02-20_21-31-56,222.3,0.72,148.3
2024-02-20_21-31-57,222.3,0.72,148.3
2024-02-20_21-31-58,222.1,0.72,147.9
2024-02-20_21-31-59,222.1,0.73,150.8
2024-02-20_21-32-00,222.2,0.75,156.4
2024-02-20_21-32-01,222.4,0.7,144.6
2024-02-20_21-32-02,222.4,0.7,143.6
2024-02-20_21-32-03,222.4,0.7,143.6
2024-02-20_21-32-04,222.3,0.7,143.4
2024-02-20_21-32-05,222.3,0.7,143.5
2024-02-20_21-32-06,222.3,0.72,148.2
2024-02-20_21-32-07,222.3,0.72,148.7
2024-02-20_21-32-08,222.3,0.72,148.5
2024-02-20_21-32-09,222.3,0.72,148.5
2024-02-20_21-32-11,222.2,0.72,148.5
2024-02-20_21-32-12,222.2,0.72,149.0
2024-02-20_21-32-13,222.1,0.75,153.9
2024-02-20_21-32-14,222.1,0.76,158.9
2024-02-20_21-32-15,222.1,0.76,158.9
2024-02-20_21-32-16,221.9,0.78,161.7
2024-02-20_21-32-17,222.0,0.75,154.7
2024-02-20_21-32-18,222.2,0.73,150.6
2024-02-20_21-32-19,222.3,0.7,144.6
2024-02-20_21-32-20,222.3,0.71,146.0
2024-02-20_21-32-21,222.3,0.71,146.0
2024-02-20_21-32-22,222.2,0.74,153.0
2024-02-20_21-32-23,222.2,0.74,153.5
2024-02-20_21-32-24,222.2,0.76,158.4
2024-02-20_21-32-25,222.1,0.82,172.1
2024-02-20_21-32-26,222.2,0.8,167.1
2024-02-20_21-32-28,222.2,0.8,167.1
2024-02-20_21-32-29,222.2,0.75,156.5
2024-02-20_21-32-30,222.3,0.77,161.2
2024-02-20_21-32-31,222.3,0.78,163.9
2024-02-20_21-32-32,222.4,0.74,153.8
2024-02-20_21-32-33,222.4,0.7,144.3
2024-02-20_21-32-34,222.4,0.7,144.3
2024-02-20_21-32-35,222.4,0.73,151.4
2024-02-20_21-32-36,222.3,0.82,170.6
2024-02-20_21-32-37,222.2,0.79,164.8
2024-02-20_21-32-38,221.9,0.83,174.2
2024-02-20_21-32-39,222.0,0.8,169.0
2024-02-20_21-32-40,222.0,0.8,169.0
2024-02-20_21-32-41,221.9,0.81,167.3
2024-02-20_21-32-42,221.9,0.74,154.3
2024-02-20_21-32-43,222.0,0.72,150.1
